name,year,metacritic_rating,reviewer_rating,positivity_ratio,to_beat_main,to_beat_extra,to_beat_completionist,extra_content_length,tags
Fire: Ungh’s Quest,2015.0,64.0,8.0,5.538461538461538,2.33,3.0,3.06,0.73,Cute|Funny|Comedy|Puzzle|Casual|Exploration|Indie|Short|Family Friendly|2D|Adventure|Great Soundtrack|Singleplayer
BOOR,2017.0,71.0,8.0,4.8108108108108105,3.0,3.03,5.41,2.41,Souls-like|Platformer|Female Protagonist|Horror|Robots|Cute|Arcade|Casual|Puzzle|Strategy|Indie|Multiplayer|2D|Minimalist|Adventure|Difficult|Great Soundtrack|Singleplayer
Planet of the Eyes,2015.0,66.0,8.0,4.988888888888889,1.39,1.52,1.66,0.27,Robots|Action|Adventure|Platformer|Atmospheric|Exploration|Puzzle|Controller|Narration|Casual|Indie|Short|Retro|Singleplayer|Space|Colorful|2D|Stylized|Sci-fi
Four Last Things,2017.0,83.0,9.0,20.88372093023256,1.52,1.8,1.84,0.32,Dark Comedy|Story Rich|Medieval|Funny|Historical|Puzzle|Indie|Surreal|2D|Adventure|Philosophical|Comedy|Singleplayer|Beautiful
Monster Boy and the Cursed Kingdom,2019.0,82.0,8.0,9.75916230366492,18.3,20.38,24.08,5.779999999999998,Action-Adventure|Side Scroller|Action|Adventure|Platformer|Exploration|Puzzle|Sequel|Kickstarter|Fantasy|Indie|Singleplayer|Colorful|Cute|Anime|Cartoon|2D|Difficult|Great Soundtrack|Metroidvania
The Lion's Song: Episode 1 - Silence,2016.0,77.0,8.0,12.862745098039216,3.89,5.31,13.91,10.02,Episodic|Visual Novel|Story Rich|Music|Choices Matter|Atmospheric|Casual|Free to Play|Puzzle|Indie|2D|Pixel Graphics|Adventure|Female Protagonist|Great Soundtrack|Singleplayer
LUNA The Shadow Dust,2020.0,75.0,8.0,11.110169491525424,2.87,3.42,4.13,1.2599999999999998,Hand-drawn|Cute|Story Rich|Atmospheric|Mystery|Puzzle|Casual|Cartoon|Stylized|Indie|Fantasy|2D|Adventure|Female Protagonist|Great Soundtrack|Singleplayer|Beautiful
Happy Game,2021.0,81.0,8.0,9.528409090909092,2.04,2.48,2.63,0.5899999999999999,Horror|Story Rich|Adventure|Atmospheric|Gore|Surreal|Funny|Casual|Indie|Psychedelic|Linear|Singleplayer|Supernatural|Violent|Colorful|Dark|Cute|2D|Stylized
Mainlining,2017.0,73.0,6.0,3.661764705882353,5.15,5.25,5.5,0.3499999999999996,Story Rich|Typing|Hacking|Memes|Puzzle|Indie|2D|Pixel Graphics|Simulation|Adventure|Great Soundtrack|Singleplayer|Programming
Lamplight City,2018.0,72.0,8.0,8.904761904761905,10.44,13.27,14.26,3.82,Story Rich|Steampunk|Pixel Graphics|Adventure|Atmospheric|Puzzle|Investigation|Detective|Noir|Nudity|Classic|Mystery|Indie|Retro|Singleplayer|Alternate History|Hand-drawn|Dark|Choices Matter|Gothic|Third Person|2D|Great Soundtrack
Reigns: Game of Thrones,2018.0,84.0,6.0,3.55609756097561,2.93,8.12,11.0,8.07,Story Rich|Strategy|Card Game|Adventure|Comedy|RPG|Funny|Indie|Dark Humor|Singleplayer|Choose Your Own Adventure|Dark Comedy|Cute|Medieval|Choices Matter|2D|Minimalist|Difficult|Great Soundtrack
OlliOlli2: Welcome to Olliwood,2015.0,82.0,8.0,5.03125,3.5,6.77,26.58,23.08,Platformer|Skateboarding|Indie|Action|2D|Singleplayer|Difficult|Sports|Local Co-Op|Great Soundtrack|4 Player Local|Local Multiplayer|Skating
99 Levels To Hell,2014.0,66.0,5.0,1.6222222222222222,7.48,13.07,24.19,16.71,Horror|Platformer|Perma Death|Action Roguelike|Arcade|Side Scroller|Dungeon Crawler|Fantasy|Indie|Action|Shooter|2D|Pixel Graphics|Singleplayer|Adventure|Metroidvania|RPG|2D Platformer
Shardlight,2016.0,75.0,8.0,9.879310344827584,6.66,7.21,7.31,0.6499999999999995,Multiple Endings|Post-apocalyptic|Hand-drawn|Classic|Story Rich|Atmospheric|Mystery|Puzzle|Third Person|Indie|2D|Pixel Graphics|Singleplayer|Adventure|Female Protagonist|RPG
Downfall,2016.0,75.0,8.0,14.835616438356164,4.63,5.68,10.7,6.069999999999999,Horror|Mature|Drama|Dark|Story Rich|Atmospheric|Choices Matter|Puzzle|Indie|Gore|Surreal|Psychological Horror|2D|Adventure|Great Soundtrack|Singleplayer
Blazing Chrome,2019.0,79.0,8.0,8.037974683544304,2.38,4.05,6.69,4.3100000000000005,Robots|Fast-Paced|Co-op Campaign|Side Scroller|Action|Pixel Graphics|Platformer|Local Co-Op|Female Protagonist|Time Attack|Post-apocalyptic|Arcade|Indie|Retro|Shooter|Singleplayer|Family Friendly|2D|Difficult|Great Soundtrack|War
Garden Story,2021.0,70.0,8.0,11.564516129032258,10.37,15.3,19.58,9.21,Character Action Game|Story Rich|Action-Adventure|Action|Pixel Graphics|Adventure|Nature|Cozy|Building|Exploration|Puzzle|Isometric|Action RPG|Top-Down|RPG|JRPG|Relaxing|Crafting|Funny|Fantasy|Indie|Simulation|Singleplayer|Colorful|Cute|Anime|Third Person|Family Friendly|Agriculture|2D|Great Soundtrack
The Floor is Jelly,2014.0,83.0,8.0,4.859154929577465,2.11,3.99,7.34,5.23,Platformer|Relaxing|Physics|Puzzle|Indie|2D|Great Soundtrack
Dandara: Trials of Fear Edition,2018.0,70.0,6.0,3.8300970873786406,6.8,9.15,12.74,5.94,Souls-like|Platformer|Metroidvania|Action-Adventure|Indie|Action|Surreal|Pixel Graphics|2D|Difficult|Adventure|Female Protagonist|Great Soundtrack|Singleplayer
Attentat 1942,2017.0,76.0,8.0,14.73913043478261,2.59,2.77,3.39,0.8000000000000003,Story Rich|Visual Novel|Historical|Adventure|Atmospheric|Investigation|Narration|Multiple Endings|Comic Book|Indie|Singleplayer|Emotional|Minigames|Alternate History|Choose Your Own Adventure|FMV|Realistic|Drama|Dark|Interactive Fiction|Education|World War II|Hidden Object|Cinematic|2D|Wargame
Dropsy,2015.0,80.0,8.0,14.586206896551724,4.18,5.4,6.69,2.5100000000000007,Horror|Story Rich|Pixel Graphics|Adventure|Atmospheric|Puzzle|Surreal|Psychological Horror|Open World|Classic|Kickstarter|Funny|Survival Horror|Casual|Indie|Retro|Psychedelic|Cult Classic|Singleplayer|Colorful|Dark|Cute|Third Person|2D|Great Soundtrack
The King's Bird,2018.0,67.0,6.0,2.4093959731543624,9.43,13.25,14.74,5.3100000000000005,Fast-Paced|Story Rich|Side Scroller|Action|Parkour|Platformer|Atmospheric|Score Attack|Controller|Female Protagonist|Time Attack|Relaxing|Indie|Replay Value|Singleplayer|Great Soundtrack|Colorful|2D|Difficult|Stylized
Half Minute Hero: The Second Coming,2014.0,79.0,8.0,11.0,17.28,23.06,37.02,19.74,JRPG|RPGMaker|Fast-Paced|Comedy|Multiplayer|Action RPG|Indie|Retro|Action|2D|Pixel Graphics|Singleplayer|Adventure|Great Soundtrack|RPG
GoNNER,2016.0,81.0,8.0,4.897196261682243,7.59,8.86,9.74,2.1500000000000004,Platformer|Procedural Generation|Cute|Action Roguelike|Atmospheric|Perma Death|Side Scroller|Indie|Action|2D|Pixel Graphics|Difficult|Shooter|Great Soundtrack|Singleplayer
The Hex,2018.0,81.0,8.0,15.950276243093922,5.19,6.17,11.97,6.78,Horror|Story Rich|Pixel Graphics|Adventure|Platformer|Atmospheric|Puzzle|Memes|2D Fighter|Psychological Horror|RPG|Multiple Endings|Funny|Mystery|Indie|Singleplayer|Great Soundtrack|Dark|Choices Matter|2D|Replay Value
Seraph,2016.0,80.0,6.0,3.909090909090909,5.43,8.35,12.84,7.41,Platformer|Side Scroller|Indie|Action|2D|Shooter|Female Protagonist|Great Soundtrack|Metroidvania|Early Access
Bug Fables: The Everlasting Sapling,2019.0,86.0,9.0,42.56842105263158,25.67,36.52,49.92,24.25,JRPG|Turn-Based Combat|Colorful|Cute|Story Rich|Funny|Comedy|Exploration|Indie|Action|Turn-Based|2D|Party-Based RPG|Singleplayer|Adventure|2.5D|Great Soundtrack|RPG
Chained Echoes,2022.0,91.0,8.0,11.482517482517483,32.54,43.81,56.02,23.480000000000004,JRPG|Turn-Based Combat|Story Rich|Exploration|Anime|Character Customization|Indie|Retro|Turn-Based|Fantasy|Pixel Graphics|Party-Based RPG|Mechs|Adventure|2D|Great Soundtrack|RPG|Open World
Pilgrims,2019.0,78.0,9.0,25.73913043478261,0.81,1.2,2.01,1.1999999999999995,Card Game|Adventure|Puzzle|Comedy|Relaxing|Funny|Casual|Indie|Short|Cartoony|Replay Value|Singleplayer|Nonlinear|Great Soundtrack|Hand-drawn|Cute|Cartoon|Family Friendly|2D|Stylized
A Case of Distrust,2018.0,77.0,8.0,4.584269662921348,2.77,2.87,3.02,0.25,Female Protagonist|Noir|Interactive Fiction|Visual Novel|Story Rich|Historical|Mystery|Indie|Investigation|2D|Narration|Singleplayer|Adventure|Dynamic Narration|Mouse only|Detective|Choose Your Own Adventure
The Fall Part 2: Unbound,2018.0,73.0,8.0,4.458715596330276,7.08,7.32,9.63,2.5500000000000007,Robots|Platformer|Metroidvania|Story Rich|Atmospheric|Puzzle|Cyberpunk|Indie|Action|2D|Adventure|Female Protagonist|Singleplayer|Sci-fi
Uncanny Valley,2015.0,67.0,5.0,1.259090909090909,1.49,2.85,4.25,2.76,Horror|Atmospheric|Action-Adventure|Survival Horror|GameMaker|Indie|Action|2D|Psychological Horror|Pixel Graphics|Adventure|Great Soundtrack
Ash of Gods: Redemption,2018.0,65.0,6.0,2.880597014925373,22.56,23.09,25.91,3.3500000000000014,Magic|Story Rich|Lore-Rich|Visual Novel|Strategy|Tactical RPG|Adventure|Class-Based|Combat|PvE|Turn-Based Combat|Atmospheric|Isometric|Tactical|Gore|RPG|Turn-Based Tactics|Dark Fantasy|Multiple Endings|Moddable|Fantasy|Indie|Replay Value|Singleplayer|Hand-drawn|Colorful|Violent|Medieval|Music|Choices Matter|Cartoon|Turn-Based|2D|Great Soundtrack|War
Minoria,2019.0,73.0,8.0,4.486910994764398,5.13,6.49,8.45,3.3199999999999994,Souls-like|Platformer|Nudity|Metroidvania|Dark Fantasy|Sexual Content|Anime|Side Scroller|Indie|Hack and Slash|Action|2D|Singleplayer|Difficult|Adventure|Female Protagonist|RPG
The Swindle,2015.0,70.0,5.0,1.7289719626168225,11.01,22.86,47.47,36.46,Platformer|Procedural Generation|Action Roguelike|Steampunk|Crime|Cyberpunk|Indie|Action|2D|Heist|Great Soundtrack|RPG|Stealth
The Little Acre,2016.0,62.0,8.0,7.302083333333333,1.76,2.02,2.18,0.4200000000000001,Story Rich|Adventure|2.5D|Mouse only|Atmospheric|Puzzle|Isometric|Narration|Female Protagonist|Comedy|Funny|Fantasy|Indie|Short|Minigames|Singleplayer|Hand-drawn|Colorful|Cute|Hidden Object|Family Friendly|2D|Minimalist|Difficult
The Mageseeker: A League of Legends Story™,2023.0,78.0,8.0,5.214022140221402,8.29,13.08,14.36,6.07,Magic|Story Rich|Action-Adventure|Action|Pixel Graphics|Adventure|Combat|Action Roguelike|Action RPG|Top-Down|RPG|Funny|Arcade|Fantasy|Indie|Remake|Singleplayer|Hack and Slash|2D
TOEM,2021.0,79.0,9.0,126.24137931034484,3.35,4.2,5.6,2.25,Adventure|Nature|Soundtrack|Cozy|Atmospheric|Exploration|Puzzle|Photo Editing|Relaxing|Funny|Casual|Cartoony|Singleplayer|Wholesome|Hand-drawn|Cute|Music|Cartoon|Hidden Object|Family Friendly|2D|Stylized
Still There,2019.0,77.0,8.0,7.5,5.44,5.49,8.12,2.679999999999999,Story Rich|First-Person|Adventure|Atmospheric|Management|Puzzle|Surreal|Narration|Beautiful|Relaxing|Funny|Mystery|Indie|Singleplayer|Emotional|Space|Psychological|Drama|Colorful|Hand-drawn|Choices Matter|2D|Great Soundtrack|Sci-fi
In Between,2015.0,68.0,8.0,5.666666666666667,4.03,5.75,6.59,2.56,Story Rich|Side Scroller|Strategy|Action|Adventure|Platformer|Physics|Atmospheric|Puzzle|Narration|Philosophical|Indie|Precision Platformer|Singleplayer|Emotional|Hand-drawn|Dark|2D|Difficult|Great Soundtrack
JumpJet Rex,2015.0,76.0,8.0,6.7936507936507935,3.21,7.8,15.01,11.8,Fast-Paced|Action-Adventure|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Runner|Local Multiplayer|Local Co-Op|Dinosaurs|Time Attack|2D Platformer|Multiple Endings|Racing|Indie|Retro|Linear|Nonlinear|Space|Great Soundtrack|Colorful|Cute|Anime|2D|Difficult|Open World|4 Player Local|Sci-fi
The Great Perhaps,2019.0,54.0,6.0,3.6666666666666665,2.61,2.68,3.31,0.7000000000000002,Horror|Story Rich|Adventure|Atmospheric|Exploration|Puzzle|Post-apocalyptic|Mystery|Casual|Indie|Short|Cartoony|Singleplayer|Great Soundtrack|Time Travel|Hand-drawn|Third Person|Family Friendly|2D|Stylized|Sci-fi
Burly Men at Sea,2016.0,82.0,5.0,1.8152866242038217,0.45,1.08,2.5,2.05,Story Rich|Visual Novel|Adventure|Atmospheric|Surreal|Mythology|Sailing|Funny|Casual|Fantasy|Indie|Short|Singleplayer|Choose Your Own Adventure|Nonlinear|Great Soundtrack|Choices Matter|Family Friendly|2D|Minimalist|Stylized
Nitroplus Blasterz: Heroines Infinite Duel,2016.0,63.0,8.0,9.653333333333334,1.67,4.54,11.12,9.45,Horror|Visual Novel|Multiplayer|Action|Fighting|Memes|2D Fighter|Psychological Horror|Female Protagonist|Nudity|Mature|Arcade|Sexual Content|Singleplayer|Ninja|PvP|Dark|Cute|Anime|2D|Great Soundtrack
Odallus: The Dark Call,2015.0,80.0,8.0,8.052631578947368,5.71,7.3,8.39,2.6800000000000006,Dark Fantasy|Platformer|Demons|Action-Adventure|Exploration|Side Scroller|Indie|Retro|Gore|Action|Pixel Graphics|2D|Difficult|Adventure|Metroidvania|Singleplayer
The Eternal Castle [REMASTERED],2019.0,73.0,8.0,6.809523809523809,2.59,3.05,11.66,9.07,Horror|Co-op Campaign|Action-Adventure|Side Scroller|Action|Pixel Graphics|Futuristic|Old School|Adventure|Combat|Platformer|Atmospheric|Cyberpunk|Surreal|Co-op|Local Co-Op|Dark Fantasy|1980s|Multiple Endings|Post-apocalyptic|Classic|Survival|Indie|Retro|Remake|Singleplayer|Cinematic|2D|Difficult|Great Soundtrack|Sci-fi
The Samaritan Paradox,2014.0,75.0,6.0,2.5737704918032787,6.19,6.65,7.13,0.9399999999999996,Drama|Story Rich|Mystery|Puzzle|Indie|2D|Pixel Graphics|Singleplayer|Adventure|Detective
Silence of the Sleep,2014.0,66.0,6.0,3.0434782608695654,6.15,7.35,8.85,2.6999999999999997,Horror|Psychological|Dark|Story Rich|Atmospheric|Mystery|Puzzle|Side Scroller|Indie|2D|Psychological Horror|Adventure|Great Soundtrack|Singleplayer|Emotional
UnMetal,2021.0,82.0,8.0,14.658536585365852,9.9,10.25,13.63,3.73,Action-Adventure|Action|Pixel Graphics|Old School|Adventure|Military|Stealth|Cold War|Top-Down|Comedy|Parody |1980s|Satire|Funny|Indie|Retro|Singleplayer|2D|War
Castle In The Darkness,2015.0,76.0,6.0,3.4280442804428044,6.54,10.96,14.85,8.309999999999999,Platformer|Indie|Retro|Action|2D|Pixel Graphics|Singleplayer|Difficult|Adventure|Metroidvania|Great Soundtrack|RPG
Dark Devotion,2019.0,72.0,6.0,3.233739837398374,11.77,16.39,23.99,12.22,Side Scroller|Action|Pixel Graphics|Adventure|Action Roguelike|Atmospheric|Gore|Female Protagonist|RPG|Dark Fantasy|Souls-like|Casual|Indie|Singleplayer|Violent|2D|Difficult|Roguevania|Metroidvania
The Office Quest,2018.0,72.0,8.0,14.545454545454543,3.8,3.86,3.91,0.1100000000000003,Classic|Story Rich|Atmospheric|Mystery|Puzzle|Fantasy|Hidden Object|Indie|Family Friendly|Retro|2D|Singleplayer|Narration|Adventure|Minigames
Infernax,2022.0,84.0,8.0,13.77319587628866,6.67,8.79,16.41,9.74,Side Scroller|Action|Pixel Graphics|Old School|Adventure|Gore|RPG|Dark Fantasy|Multiple Endings|Fantasy|Indie|Retro|Blood|Singleplayer|Supernatural|Violent|Dark|Choices Matter|2D|Metroidvania
Chicory: A Colorful Tale,2021.0,90.0,9.0,44.48076923076923,9.3,13.19,20.7,11.4,Metroidvania|Relaxing|Colorful|Cute|Story Rich|Funny|Puzzle|Casual|Indie|2D|Psychological Horror|Singleplayer|Co-op|Adventure|Local Co-Op|Great Soundtrack|RPG|Emotional
Zombie Vikings,2015.0,74.0,6.0,3.6527777777777777,6.59,8.03,11.92,5.33,Vikings|Multiplayer|Zombies|Action|2D|Co-op|Local Co-Op|Adventure|Comedy|4 Player Local
The Wardrobe - Even Better Edition,2017.0,72.0,8.0,4.407407407407407,5.33,7.62,11.34,6.01,Horror|Hand-drawn|Colorful|Story Rich|Atmospheric|Funny|Comedy|Cult Classic|Puzzle|Cartoon|Third Person|Indie|Retro|Fantasy|2D|Adventure|Great Soundtrack|Singleplayer
Escape Goat 2,2014.0,76.0,8.0,21.55555555555556,4.07,6.28,11.02,6.949999999999999,Platformer|Puzzle|Casual|Indie|Action|2D|Pixel Graphics|Controller|Great Soundtrack|Singleplayer
1001 Spikes,2014.0,80.0,8.0,4.544,7.14,14.32,16.74,9.599999999999998,Platformer|Precision Platformer|Side Scroller|Multiplayer|Indie|Retro|Action|2D|Pixel Graphics|Singleplayer|Difficult|Adventure|Co-op|Great Soundtrack|4 Player Local|Local Co-Op|2D Platformer|Local Multiplayer
Shadow Puppeteer,2014.0,57.0,6.0,2.975,3.56,4.28,3.91,0.3500000000000001,3D Vision|Action-Adventure|Adventure|2.5D|Platformer|Atmospheric|Puzzle|Split Screen|Controller|Co-op|Local Co-Op|Indie|Short|Singleplayer|Supernatural|Dark|3D Platformer|2D|Great Soundtrack
KUNAI,2020.0,78.0,8.0,4.632183908045977,7.38,8.39,8.47,1.0900000000000007,Robots|Story Rich|Side Scroller|Action|Pixel Graphics|Adventure|Parkour|Platformer|Action Roguelike|Atmospheric|Exploration|Free to Play|Open World|Post-apocalyptic|Casual|Fantasy|Indie|Singleplayer|Ninja|Cute|Hack and Slash|Family Friendly|2D|Difficult|Roguevania|Great Soundtrack|Metroidvania
Our Darker Purpose,2014.0,74.0,8.0,4.569230769230769,12.28,22.0,226.0,213.72,Dark Fantasy|Dark|Procedural Generation|Action Roguelike|Kickstarter|Gothic|Indie|Action|2D|Singleplayer|Difficult|Perma Death|Female Protagonist|Great Soundtrack|RPG
10 Second Ninja,2014.0,72.0,8.0,5.711711711711712,1.38,2.24,4.59,3.21,Platformer|Fast-Paced|Puzzle|Indie|Action|2D|Time Attack|Difficult|Singleplayer|2D Platformer|Ninja
Serious Sam's Bogus Detour,2017.0,76.0,8.0,4.261904761904762,9.45,11.41,13.77,4.32,Violent|Top-Down Shooter|Twin Stick Shooter|Moddable|Multiplayer|Indie|Action|Gore|2D|Pixel Graphics|Co-op|Shooter|Singleplayer|Bullet Hell
Overboard!,2021.0,81.0,8.0,11.9,2.51,3.64,5.66,3.1500000000000004,Visual Novel|Historical|Adventure|Puzzle|Female Protagonist|Comedy|Detective|Text-Based|Comic Book|Mystery|Choose Your Own Adventure|Dark Comedy|Drama|Hand-drawn|Interactive Fiction|Choices Matter|Conversation|2D|Minimalist|Replay Value
Angelo and Deemon: One Hell of a Quest,2019.0,53.0,6.0,2.888888888888889,2.56,2.67,3.05,0.4899999999999997,Story Rich|Adventure|2.5D|Mouse only|Demons|Atmospheric|Puzzle|Surreal|Controller|Narration|Comedy|Classic|Funny|Indie|Retro|Thriller|Dark Humor|Psychedelic|Linear|Singleplayer|Choose Your Own Adventure|Hand-drawn|Colorful|Third Person|Conversation|2D
Karma. Incarnation 1,2016.0,66.0,8.0,4.916666666666667,2.52,4.36,5.72,3.2,Hand-drawn|Puzzle|Casual|Indie|Surreal|Psychedelic|2D|Adventure|Great Soundtrack|Singleplayer
Through the Darkest of Times,2020.0,71.0,8.0,5.465277777777778,6.86,9.78,15.0,8.14,Story Rich|Historical|Experience|Strategy|Resource Management|Adventure|Political|Atmospheric|Management|Multiple Endings|Politics|Indie|Singleplayer|Simulation|Emotional|Dark|Choices Matter|World War II|2D
The Coma 2: Vicious Sisters,2020.0,77.0,9.0,24.23404255319149,8.43,9.43,12.47,4.040000000000001,Horror|Story Rich|Visual Novel|Action|Adventure|Atmospheric|Exploration|Gore|Psychological Horror|Female Protagonist|Early Access|Nudity|Survival Horror|Sexual Content|Survival|Indie|Singleplayer|Violent|Inventory Management|Dark|Anime|2D
99Vidas,2016.0,69.0,6.0,3.905172413793104,3.51,8.33,23.57,20.06,Indie|Retro|Action|2D Fighter|Pixel Graphics|Local Multiplayer|Difficult|Fighting|Local Co-Op|Great Soundtrack|4 Player Local|2D
The Impossible Game,2014.0,64.0,8.0,5.628865979381444,1.76,4.41,6.61,4.8500000000000005,Nudity|Platformer|Rhythm|Music|Addictive|Casual|Level Editor|Indie|2D|Difficult|Great Soundtrack|Singleplayer
Avernum 2: Crystal Souls,2015.0,78.0,8.0,7.838709677419355,35.73,78.9,102.0,66.27000000000001,Story Rich|Fantasy|Grid-Based Movement|Isometric|CRPG|Indie|Strategy|Turn-Based|Retro|Party-Based RPG|Singleplayer|Old School|Adventure|2D|RPG
The Last Door: Season 2 - Collector's Edition,2016.0,85.0,8.0,15.895833333333334,6.01,6.26,8.76,2.75,Horror|Story Rich|Atmospheric|Lovecraftian|Puzzle|Indie|2D|Psychological Horror|Pixel Graphics|Adventure|Great Soundtrack|Singleplayer|Early Access
BUTCHER,2016.0,70.0,8.0,6.426573426573427,3.32,4.8,9.95,6.629999999999999,Horror|Fast-Paced|Action-Adventure|Side Scroller|Action|Pixel Graphics|Adventure|Platformer|Gore|Controller|Villain Protagonist|Arcade|Indie|Retro|Shooter|Singleplayer|Violent|Dark|2D|Difficult|Great Soundtrack
Richard & Alice,2014.0,70.0,6.0,2.803738317757009,2.91,3.31,4.55,1.6399999999999997,Horror|Post-apocalyptic|Story Rich|Mystery|Crime|Indie|Retro|2D|Pixel Graphics|Adventure|Female Protagonist|Singleplayer|Noir
Feudal Alloy,2019.0,76.0,6.0,2.4401913875598087,7.25,10.88,13.26,6.01,Souls-like|Platformer|Robots|Hand-drawn|Medieval|Exploration|Side Scroller|Action RPG|Indie|Action|2D|Controller|Singleplayer|Adventure|Metroidvania|RPG
CHUCHEL,2018.0,81.0,8.0,4.637764932562621,2.06,2.26,2.61,0.5499999999999998,Story Rich|Adventure|Puzzle|Surreal|Psychological Horror|Comedy|Classic|Funny|Mystery|Casual|Indie|Cartoony|Retro|Linear|Cult Classic|Singleplayer|Great Soundtrack|Hand-drawn|Colorful|Cute|Interactive Fiction|Cartoon|Family Friendly|2D|Stylized
Don't open the doors!,2016.0,68.0,8.0,5.840909090909091,8.1,13.0,17.03,8.930000000000001,Story Rich|Action-Adventure|Action|Adventure|Atmospheric|Exploration|Isometric|Action RPG|Character Customization|Controller|Narration|RPG|Funny|Indie|Singleplayer|Hand-drawn|Colorful|Choices Matter|Hack and Slash|2D|Great Soundtrack|Metroidvania
The Journey Down: Chapter Two,2014.0,78.0,9.0,25.73684210526316,3.78,3.85,4.2,0.4200000000000004,Episodic|Story Rich|Crime|Adventure|2.5D|Atmospheric|Puzzle|Surreal|Comedy|Detective|Noir|Dark Fantasy|Classic|Funny|3D|Casual|Indie|Short|Dark Humor|Retro|Singleplayer|Dark Comedy|Hand-drawn|Colorful|Dark|2D|Great Soundtrack
SYMMETRY,2018.0,60.0,5.0,1.1919191919191918,2.96,3.18,4.51,1.5499999999999998,Space Sim|Strategy|Futuristic|Resource Management|Adventure|Atmospheric|Management|Tactical|Clicker|Mystery|Survival|Time Management|Indie|Singleplayer|Simulation|Space|Colorful|2D|Minimalist|Sci-fi
Pier Solar and the Great Architects,2014.0,73.0,5.0,1.2407407407407407,26.39,32.69,40.5,14.11,JRPG|RPGMaker|Indie|Retro|Turn-Based|2D|Pixel Graphics|Singleplayer|RPG
Mushihimesama,2015.0,86.0,9.0,27.83333333333333,0.74,3.76,19.28,18.540000000000003,Classic|Arcade|Anime|Score Attack|Action|2D|Difficult|Shooter|Female Protagonist|Great Soundtrack|Singleplayer|Local Co-Op|Bullet Hell
Horace,2019.0,81.0,8.0,3.9917355371900825,13.83,17.32,23.25,9.42,Platformer|Story Rich|Atmospheric|Funny|Comedy|Side Scroller|Indie|Cinematic|Retro|Action|Pixel Graphics|2D|Difficult|Adventure|Metroidvania|Great Soundtrack|Singleplayer
Virgo Versus The Zodiac,2019.0,80.0,8.0,12.18032786885246,15.23,19.21,26.22,10.989999999999998,Story Rich|Pixel Graphics|Adventure|Turn-Based Combat|Vampire|Female Protagonist|RPG|JRPG|Multiple Endings|Nudity|Funny|Fantasy|Indie|Party-Based RPG|Werewolves|Singleplayer|Cute|Choices Matter|Anime|Turn-Based|2D|Great Soundtrack
Song of the Deep,2016.0,71.0,8.0,5.520325203252033,6.85,9.3,12.01,5.16,Platformer|Underwater|Puzzle|Indie|Action|2D|Adventure|Female Protagonist|Great Soundtrack|Metroidvania
Windjammers 2,2022.0,79.0,8.0,6.397260273972603,1.11,5.45,24.11,23.0,Sequel|Hand-drawn|Fast-Paced|Cult Classic|Addictive|Arcade|Multiplayer|Strategy|Indie|Family Friendly|Retro|2D|Local Multiplayer|Sports|Shooter|Difficult|Singleplayer|PvP
The Aquatic Adventure of the Last Human,2016.0,76.0,6.0,3.3711340206185567,5.04,7.73,10.0,4.96,Boss Rush|Post-apocalyptic|Atmospheric|Exploration|Underwater|Indie|Action|2D|Pixel Graphics|Difficult|Adventure|Metroidvania|Great Soundtrack|Singleplayer
Lair of the Clockwork God,2020.0,84.0,8.0,16.048780487804876,8.85,9.35,10.91,2.0600000000000005,Platformer|Dark Comedy|Post-apocalyptic|Story Rich|Funny|Comedy|Puzzle|Casual|Indie|Action|2D|Pixel Graphics|Adventure|Great Soundtrack|Singleplayer|2D Platformer|Sci-fi
GIGA WRECKER,2017.0,75.0,8.0,4.025,11.8,13.76,14.51,2.709999999999999,Platformer|Physics|Puzzle|Anime|Cyberpunk|Indie|Action|2D|Adventure|Female Protagonist|Great Soundtrack|Metroidvania|Early Access
Bleed 2,2017.0,83.0,9.0,21.571428571428573,1.07,2.38,10.78,9.71,Platformer|Fast-Paced|Procedural Generation|Action Roguelike|Twin Stick Shooter|Arcade|Indie|Action|2D|Pixel Graphics|Local Co-Op|Female Protagonist|Great Soundtrack|Bullet Hell
The Mooseman,2017.0,77.0,8.0,7.939130434782609,1.72,2.3,3.2,1.4800000000000002,Story Rich|Atmospheric|Puzzle|Casual|Short|Walking Simulator|Indie|2D|Adventure|Great Soundtrack|Singleplayer|Mythology
Devolver Bootleg,2019.0,69.0,8.0,8.5,2.13,3.38,4.0,1.87,Violent|Cute|Comedy|Memes|Casual|Side Scroller|Indie|Retro|Gore|Action|Pixel Graphics|Controller|2D|Adventure|Great Soundtrack|Sports|Parody 
No Place for Bravery,2022.0,66.0,5.0,2.236842105263158,7.5,8.0,10.62,3.119999999999999,Story Rich|Action|Pixel Graphics|Adventure|Combat|Exploration|Action RPG|Top-Down|RPG|Souls-like|Multiple Endings|Post-apocalyptic|Indie|Singleplayer|Hand-drawn|Choices Matter|Hack and Slash|2D|Stylized|War
Atari 50: The Anniversary Celebration,2022.0,82.0,8.0,15.5,6.45,10.14,15.95,9.5,Historical|Action|Pixel Graphics|Exploration|Score Attack|Controller|Local Multiplayer|Narration|1980s|Arcade|Casual|Retro|PvP|Software|Colorful|Education|2D|Voxel|Stylized
